timestamp,82873_mb,83187_mb,83600_mb
2025-06-04 10:23:11,3523.17,1581.39,4763.69
2025-06-04 10:23:17,3523.09,1581.39,4765
2025-06-04 10:23:22,3523.08,1581.39,4768.06
2025-06-04 10:23:27,3523.08,1581.39,4770.11
2025-06-04 10:23:32,3523.08,1581.39,4772.94
2025-06-04 10:23:37,3523.17,1581.39,4776.59
2025-06-04 10:23:43,3523.17,1581.39,4776.95
2025-06-04 10:23:48,3523.08,1581.39,4780.12
2025-06-04 10:23:53,3523.08,1581.39,4780.12
2025-06-04 10:23:58,3523.08,1581.39,4787.62
2025-06-04 10:24:04,3523.08,1581.39,4789.75
2025-06-04 10:24:09,3523.17,1581.39,4790.09
2025-06-04 10:24:14,3523.17,1581.39,4791.25
2025-06-04 10:24:19,3523.08,1581.39,4791.52
2025-06-04 10:24:24,3523.08,1581.39,4798.22
2025-06-04 10:24:30,3523.08,1581.39,4801.66
2025-06-04 10:24:35,3523.08,1581.39,4802.72
2025-06-04 10:24:40,3523.17,1581.39,4815.81
2025-06-04 10:24:45,3523.17,1581.39,4816.05
2025-06-04 10:24:50,3523.08,1581.39,4815.16
2025-06-04 10:24:56,3523.08,1581.39,4850.78
2025-06-04 10:25:01,3523.08,1581.39,4855.44
2025-06-04 10:25:06,3523.08,1581.39,4855.44
2025-06-04 10:25:11,3523.17,1581.39,3301.88
2025-06-04 10:25:16,3523.17,1581.39,3346.95
2025-06-04 10:25:22,3523.08,1581.39,3350.36
2025-06-04 10:25:27,3523.08,1581.39,3366.28
2025-06-04 10:25:32,3523.08,1581.39,3366.28
2025-06-04 10:25:37,3523.17,1581.39,3366.28
2025-06-04 10:25:42,3523.17,1581.39,3372.86
2025-06-04 10:25:48,3523.09,1581.39,3373.34
2025-06-04 10:25:53,3523.08,1581.39,3383.75
2025-06-04 10:25:58,3523.08,1581.39,3383.75
2025-06-04 10:26:03,3523.08,1581.39,3383.75
2025-06-04 10:26:08,3523.17,1581.39,3383.75
2025-06-04 10:26:14,3523.17,1581.39,3383.75
2025-06-04 10:26:19,3523.08,1581.39,3383.75
2025-06-04 10:26:24,3523.08,1581.39,3383.75
2025-06-04 10:26:29,3523.08,1581.39,3383.75
2025-06-04 10:26:34,3523.08,1581.39,3383.75
2025-06-04 10:26:40,3523.17,1581.39,3383.75
2025-06-04 10:26:45,3523.17,1581.39,3383.75
2025-06-04 10:26:50,3523.08,1581.39,3383.75
2025-06-04 10:26:55,3523.08,1581.39,3383.75
2025-06-04 10:27:01,3523.08,1581.39,3352.75
2025-06-04 10:27:06,3523.08,1581.39,3352.75
2025-06-04 10:27:11,3523.17,1581.39,3351.97
2025-06-04 10:27:16,3523.17,1581.39,3352.11
2025-06-04 10:27:21,3523.08,1581.39,3352.56
2025-06-04 10:27:27,3523.08,1581.39,3352.47
2025-06-04 10:27:32,3523.08,1581.39,3351.94
2025-06-04 10:27:37,3523.17,1581.39,3353.75
2025-06-04 10:27:42,3523.17,1581.39,3353.75
2025-06-04 10:27:47,3523.09,1581.39,3305.64
2025-06-04 10:27:53,3523.08,1581.39,3356.7
2025-06-04 10:27:58,3523.08,1581.39,3356.7
2025-06-04 10:28:03,3523.08,1581.39,3356.7
2025-06-04 10:28:08,3523.17,1581.39,3367.16
2025-06-04 10:28:13,3523.17,1581.39,3367.23
2025-06-04 10:28:19,3523.08,1581.39,3367.5
2025-06-04 10:28:24,3523.08,1581.39,3349.89
2025-06-04 10:28:29,3523.08,1581.39,3355.06
2025-06-04 10:28:34,3523.08,1581.39,3367.12
2025-06-04 10:28:39,3523.17,1581.39,3370.06
2025-06-04 10:28:45,3523.17,1581.39,3378.38
2025-06-04 10:28:50,3523.08,1581.39,3381.31
2025-06-04 10:28:55,3523.08,1581.39,3375
2025-06-04 10:29:00,3523.08,1581.39,3378
2025-06-04 10:29:05,3523.08,1581.39,3380.72
2025-06-04 10:29:11,3523.17,1581.39,3383.23
2025-06-04 10:29:16,3523.17,1581.39,3385.75
2025-06-04 10:29:21,3523.08,1581.39,3388.19
2025-06-04 10:29:26,3523.08,1581.39,3377.78
2025-06-04 10:29:31,3523.08,1581.39,3381.61
2025-06-04 10:29:37,3523.08,1581.39,3395.45
2025-06-04 10:29:42,3523.17,1581.39,3397.77
2025-06-04 10:29:47,3523.09,1581.39,3400
2025-06-04 10:29:52,3523.08,1581.39,3394.61
2025-06-04 10:29:57,3523.08,1581.39,3394.66
2025-06-04 10:30:03,3523.08,1581.39,3394.73
2025-06-04 10:30:08,3523.17,1581.39,3394.83
2025-06-04 10:30:13,3523.17,1581.39,3399.47
2025-06-04 10:30:18,3523.08,1581.39,3401.16
2025-06-04 10:30:23,3523.08,1581.39,3402.8
2025-06-04 10:30:29,3523.08,1581.39,3404.59
2025-06-04 10:30:34,3523.08,1581.39,3399.3
2025-06-04 10:30:39,3523.17,1581.39,3408.88
2025-06-04 10:30:44,3523.17,1581.39,3410.62
2025-06-04 10:30:49,3523.08,1581.39,3412.36
2025-06-04 10:30:55,3523.08,1581.39,3414.08
2025-06-04 10:31:00,3523.08,1581.39,3416.27
2025-06-04 10:31:05,3523.08,1581.39,3417.56
2025-06-04 10:31:10,3523.17,1581.39,3419.12
2025-06-04 10:31:16,3523.17,1581.39,3420.81
2025-06-04 10:31:21,3523.08,1581.39,3427.94
2025-06-04 10:31:26,3523.08,1581.39,3407.39
2025-06-04 10:31:31,3523.08,1581.39,3409.41
2025-06-04 10:31:36,3523.08,1581.39,3411.39
2025-06-04 10:31:42,3523.17,1581.39,3413.47
2025-06-04 10:31:47,3523.09,1581.39,3414.41
2025-06-04 10:31:52,3523.08,1581.39,3416.39
2025-06-04 10:31:57,3523.08,1581.39,3417.41
2025-06-04 10:32:02,3523.08,1581.39,3423.62
2025-06-04 10:32:08,3523.17,1581.39,3423.67
2025-06-04 10:32:13,3523.17,1581.39,3425.2
2025-06-04 10:32:18,3523.08,1581.39,3424.95
2025-06-04 10:32:23,3523.08,1581.39,3426.23
2025-06-04 10:32:28,3523.08,1581.39,3427.86
2025-06-04 10:32:34,3523.08,1581.39,3429.48
2025-06-04 10:32:39,3512.33,1581.39,3430.91
2025-06-04 10:32:44,3512.33,1581.39,3432.45
2025-06-04 10:32:49,3512.23,1581.39,3433.97
2025-06-04 10:32:55,3512.23,1581.39,3435.5
2025-06-04 10:33:00,3511.81,1581.28,3436.77
2025-06-04 10:33:05,3511.81,1581.28,3438.2
2025-06-04 10:33:10,3511.91,1581.28,3439.67
2025-06-04 10:33:15,3511.91,1581.28,3441.06
2025-06-04 10:33:21,3511.81,1581.28,3442.56
2025-06-04 10:33:26,3511.81,1581.28,3444.06
2025-06-04 10:33:31,3511.81,1581.28,3439.83
2025-06-04 10:33:36,3511.81,1581.28,3439.83
2025-06-04 10:33:41,3511.91,1581.28,3439.92
2025-06-04 10:33:47,3511.83,1581.28,3441.75
2025-06-04 10:33:52,3511.81,1581.28,3442.75
2025-06-04 10:33:57,3511.81,1581.28,3444.73
2025-06-04 10:34:02,3511.81,1581.28,3445.75
2025-06-04 10:34:08,3511.91,1581.28,3446.75
2025-06-04 10:34:13,3511.91,1581.28,3448.75
2025-06-04 10:34:18,3511.81,1581.28,3449.75
2025-06-04 10:34:23,3511.81,1581.28,3450.75
2025-06-04 10:34:28,3511.81,1581.28,3451.75
2025-06-04 10:34:34,3511.81,1581.28,3452.75
2025-06-04 10:34:39,3511.91,1581.28,3453.75
2025-06-04 10:34:44,3511.91,1581.28,3454.75
2025-06-04 10:34:49,3511.81,1581.28,3455.75
2025-06-04 10:34:55,3511.81,1581.28,3457.81
2025-06-04 10:35:00,3511.81,1581.28,3458.8
2025-06-04 10:35:05,3511.81,1581.28,3459.75
2025-06-04 10:35:10,3511.91,1581.28,3460.75
2025-06-04 10:35:15,3511.91,1581.28,3461.75
2025-06-04 10:35:21,3511.81,1581.28,3462.75
2025-06-04 10:35:26,3511.81,1581.28,3463.75
2025-06-04 10:35:31,3511.81,1581.28,3458.73
2025-06-04 10:35:36,3511.81,1581.28,3458.91
2025-06-04 10:35:41,3511.91,1581.28,3459.27
2025-06-04 10:35:47,3511.83,1581.28,3460.36
2025-06-04 10:35:52,3511.81,1581.28,3461.61
2025-06-04 10:35:57,3511.81,1581.28,3462.78
2025-06-04 10:36:02,3511.81,1581.28,3463.94
2025-06-04 10:36:08,3511.91,1581.28,3464.95
2025-06-04 10:36:13,3511.91,1581.28,3466.11
2025-06-04 10:36:18,3511.81,1581.28,3467.27
2025-06-04 10:36:23,3511.81,1581.28,3467.48
2025-06-04 10:36:28,3511.81,1581.28,3469.58
2025-06-04 10:36:34,3511.81,1581.28,3470.7
2025-06-04 10:36:39,3511.91,1581.28,3471.83
2025-06-04 10:36:44,3511.91,1581.28,3472.94
2025-06-04 10:36:49,3511.81,1581.28,3474.05
2025-06-04 10:36:55,3511.81,1581.28,3475.16
2025-06-04 10:37:00,3511.81,1581.28,3476.23
2025-06-04 10:37:05,3511.78,1581.28,3477.28
2025-06-04 10:37:10,3511.88,1581.28,3478.06
2025-06-04 10:37:16,3511.88,1581.28,3478.84
2025-06-04 10:37:21,3511.78,1581.28,3479.73
2025-06-04 10:37:26,3511.78,1581.28,3480.56
2025-06-04 10:37:31,3511.78,1581.28,3481.27
2025-06-04 10:37:37,3509.25,1581.28,3482.05
2025-06-04 10:37:42,3509.31,1581.28,3482.66
2025-06-04 10:37:47,3509.23,1581.28,3482.83
2025-06-04 10:37:52,3509.22,1581.28,3483.02
2025-06-04 10:37:57,3509.22,1581.28,3483.22
2025-06-04 10:38:03,3509.22,1581.28,3482.39
2025-06-04 10:38:08,3509.31,1581.28,3482.39
2025-06-04 10:38:13,3509.31,1581.28,3482.39
2025-06-04 10:38:18,3509.22,1581.28,3482.39
2025-06-04 10:38:24,3509.22,1581.28,3482.39
2025-06-04 10:38:29,3509.22,1581.28,3482.39
2025-06-04 10:38:34,3509.22,1581.28,3481.61
2025-06-04 10:38:39,3509.31,1581.28,3481.77
2025-06-04 10:38:45,3509.31,1581.28,3481.92
2025-06-04 10:38:50,3509.22,1581.28,3482.09
2025-06-04 10:38:55,3509.22,1581.28,3482.27
2025-06-04 10:39:00,3509.22,1581.28,3481.48
2025-06-04 10:39:05,3509.22,1581.28,3481.67
2025-06-04 10:39:11,3509.31,1581.28,3481.84
2025-06-04 10:39:16,3509.31,1581.28,3482
2025-06-04 10:39:21,3509.22,1581.28,3482.19
2025-06-04 10:39:26,3509.22,1581.28,3482.36
2025-06-04 10:39:32,3509.22,1581.28,3481.59
2025-06-04 10:39:37,3509.31,1581.28,3481.78
2025-06-04 10:39:42,3509.31,1581.28,3481.97
2025-06-04 10:39:47,3509.23,1581.28,3482.16
2025-06-04 10:39:53,3509.22,1581.28,3482.34
2025-06-04 10:39:58,3509.22,1581.28,3481.62
2025-06-04 10:40:03,3509.22,1581.28,3481.84
2025-06-04 10:40:08,3509.31,1581.28,3482.03
2025-06-04 10:40:13,3509.31,1581.28,3482.22
2025-06-04 10:40:19,3509.22,1581.28,3481.47
2025-06-04 10:40:24,3509.22,1581.28,3481.67
2025-06-04 10:40:29,3509.22,1581.28,3481.86
2025-06-04 10:40:34,3509.22,1581.28,3482.05
2025-06-04 10:40:40,3509.31,1581.28,3482.23
2025-06-04 10:40:45,3509.31,1581.28,3481.52
2025-06-04 10:40:50,3509.22,1581.28,3481.73
2025-06-04 10:40:55,3509.22,1581.28,3481.95
2025-06-04 10:41:00,3509.22,1581.28,3482.17
2025-06-04 10:41:06,3509.22,1581.28,3482.36
2025-06-04 10:41:11,3509.31,1581.28,3481.59
2025-06-04 10:41:16,3509.31,1581.28,3481.78
2025-06-04 10:41:21,3509.22,1581.28,3481.98
2025-06-04 10:41:27,3509.22,1581.28,3482.17
2025-06-04 10:41:32,3509.22,1581.28,3482.36
2025-06-04 10:41:37,3509.31,1581.28,3481.61
2025-06-04 10:41:42,3509.31,1581.28,3481.8
2025-06-04 10:41:47,3509.23,1581.28,3481.98
2025-06-04 10:41:53,3509.22,1581.28,3482.2
2025-06-04 10:41:58,3509.22,1581.28,3481.45
2025-06-04 10:42:03,3509.22,1581.28,3481.69
2025-06-04 10:42:08,3509.31,1581.28,3481.89
2025-06-04 10:42:14,3509.31,1581.28,3482.11
2025-06-04 10:42:19,3509.22,1581.28,3482.33
2025-06-04 10:42:24,3509.22,1581.28,3481.59
2025-06-04 10:42:29,3509.22,1581.28,3481.8
2025-06-04 10:42:34,3509.22,1581.28,3482.02
2025-06-04 10:42:40,3507.31,1581.28,3482.22
2025-06-04 10:42:45,3507.31,1581.28,3481.5
2025-06-04 10:42:50,3507.22,1581.28,3481.73
2025-06-04 10:42:55,3507.22,1581.28,3481.95
2025-06-04 10:43:01,3507.22,1581.28,3482.19
2025-06-04 10:43:06,3507.22,1581.28,3482.38
2025-06-04 10:43:11,3507.31,1581.28,3481.66
2025-06-04 10:43:16,3507.31,1581.28,3481.91
2025-06-04 10:43:21,3507.22,1581.28,3482.11
2025-06-04 10:43:27,3507.22,1581.28,3482.34
2025-06-04 10:43:32,3507.22,1581.28,3481.62
2025-06-04 10:43:37,3507.31,1581.28,3481.86
2025-06-04 10:43:42,3507.31,1581.28,3482.05
2025-06-04 10:43:48,3507.23,1581.28,3482.27
2025-06-04 10:43:53,3507.22,1581.28,3481.58
2025-06-04 10:43:58,3507.22,1581.28,3481.86
2025-06-04 10:44:03,3507.22,1581.28,3482.09
2025-06-04 10:44:08,3507.31,1581.28,3482.36
2025-06-04 10:44:14,3507.31,1581.28,3481.7
2025-06-04 10:44:19,3507.22,1581.28,3481.94
2025-06-04 10:44:24,3507.22,1581.28,3482.22
2025-06-04 10:44:29,3507.22,1581.28,3481.53
2025-06-04 10:44:35,3507.22,1581.28,3481.77
2025-06-04 10:44:40,3507.31,1581.28,3482.03
2025-06-04 10:44:45,3507.31,1581.28,3482.34
2025-06-04 10:44:50,3507.22,1581.28,3481.7
2025-06-04 10:44:55,3507.22,1581.28,3482.03
2025-06-04 10:45:01,3507.22,1581.28,3482.34
2025-06-04 10:45:06,3507.22,1581.28,3481.72
2025-06-04 10:45:11,3507.31,1581.28,3482.03
2025-06-04 10:45:16,3507.31,1581.28,3482.36
2025-06-04 10:45:22,3507.22,1581.28,3481.73
2025-06-04 10:45:27,3507.22,1581.28,3482.06
2025-06-04 10:45:32,3507.22,1581.28,3482.39
2025-06-04 10:45:37,3507.31,1581.28,3481.77
2025-06-04 10:45:42,3507.31,1581.28,3482.11
2025-06-04 10:45:48,3507.23,1581.28,3481.48
2025-06-04 10:45:53,3507.22,1581.28,3481.83
2025-06-04 10:45:58,3507.22,1581.28,3482.16
2025-06-04 10:46:03,3507.22,1581.28,3481.55
2025-06-04 10:46:09,3507.31,1581.28,3481.88
2025-06-04 10:46:14,3507.31,1581.28,3482.22
2025-06-04 10:46:19,3507.22,1581.28,3481.61
2025-06-04 10:46:24,3507.22,1581.28,3481.94
2025-06-04 10:46:29,3507.22,1581.28,3482.28
2025-06-04 10:46:35,3507.22,1581.28,3481.69
2025-06-04 10:46:40,3507.31,1581.28,3482.02
2025-06-04 10:46:45,3507.31,1581.28,3482.38
2025-06-04 10:46:50,3507.22,1581.28,3481.77
2025-06-04 10:46:55,3507.22,1581.28,3482.11
2025-06-04 10:47:01,3507.22,1581.28,3481.52
2025-06-04 10:47:06,3507.22,1581.28,3481.86
2025-06-04 10:47:11,3507.31,1581.28,3482.22
2025-06-04 10:47:16,3507.31,1581.28,3481.62
2025-06-04 10:47:22,3507.22,1581.28,3481.98
2025-06-04 10:47:27,3507.22,1581.28,3482.33
2025-06-04 10:47:32,3502.47,1581.28,3481.73
2025-06-04 10:47:37,3502.56,1581.28,3482.09
2025-06-04 10:47:42,3502.56,1581.28,3481.5
2025-06-04 10:47:48,3502.48,1581.28,3481.84
2025-06-04 10:47:53,3502.02,1581.28,3482.2
2025-06-04 10:47:58,3502.02,1581.28,3481.62
2025-06-04 10:48:03,3502.02,1581.28,3481.95
2025-06-04 10:48:09,3502.11,1581.28,3482.3
2025-06-04 10:48:14,3502.11,1581.28,3481.72
2025-06-04 10:48:19,3502.02,1581.28,3482.09
2025-06-04 10:48:24,3502.02,1581.28,3481.52
2025-06-04 10:48:29,3502.02,1581.28,3481.89
2025-06-04 10:48:35,3502.02,1581.28,3482.27
2025-06-04 10:48:40,3502.11,1581.28,3481.69
2025-06-04 10:48:45,3502.11,1581.28,3482.08
2025-06-04 10:48:50,3502.02,1581.28,3481.52
2025-06-04 10:48:56,3502.02,1581.28,3481.91
2025-06-04 10:49:01,3502.02,1581.28,3482.28
2025-06-04 10:49:06,3502.02,1581.28,3481.72
2025-06-04 10:49:11,3502.11,1581.28,3482.12
2025-06-04 10:49:16,3502.11,1581.28,3481.58
2025-06-04 10:49:22,3502.02,1581.28,3481.95
2025-06-04 10:49:27,3502.02,1581.28,3482.36
2025-06-04 10:49:32,3502.02,1581.28,3481.81
2025-06-04 10:49:37,3502.11,1581.28,3482.22
2025-06-04 10:49:43,3502.11,1581.28,3481.69
2025-06-04 10:49:48,3502.03,1581.28,3482.09
2025-06-04 10:49:53,3502.02,1581.28,3481.56
2025-06-04 10:49:58,3502.02,1581.28,3481.97
2025-06-04 10:50:03,3502.02,1581.28,3481.45
2025-06-04 10:50:09,3502.11,1581.28,3481.88
2025-06-04 10:50:14,3502.11,1581.28,3482.3
2025-06-04 10:50:19,3502.02,1581.28,3481.78
2025-06-04 10:50:24,3502.02,1581.28,3482.22
2025-06-04 10:50:29,3502.02,1581.28,3481.69
2025-06-04 10:50:35,3502.02,1581.28,3482.12
2025-06-04 10:50:40,3502.11,1581.28,3481.62
2025-06-04 10:50:45,3502.11,1581.28,3482.05
2025-06-04 10:50:50,3502.02,1581.28,3481.55
2025-06-04 10:50:56,3502.02,1581.28,3481.97
2025-06-04 10:51:01,3502.02,1581.28,3481.47
2025-06-04 10:51:06,3502.02,1581.28,3481.92
2025-06-04 10:51:11,3502.11,1581.28,3482.38
2025-06-04 10:51:16,3502.11,1581.28,3481.89
2025-06-04 10:51:22,3502.02,1581.28,3482.34
2025-06-04 10:51:27,3502.02,1581.28,3481.88
2025-06-04 10:51:32,5003.08,1581.28,3482.33
2025-06-04 10:51:37,4997.11,1581.28,3481.83
2025-06-04 10:51:42,4996.91,1581.28,3482.28
2025-06-04 10:51:48,1943.3,1581.28,3481.8
2025-06-04 10:51:53,1943.3,1581.28,3482.25
2025-06-04 10:51:58,1943.3,1581.28,3481.78
2025-06-04 10:52:03,1943.3,1581.28,3482.25
2025-06-04 10:52:09,1943.3,1581.28,3481.8
2025-06-04 10:52:14,1943.3,1581.28,3482.28
2025-06-04 10:52:19,1943.3,1581.28,3481.83
2025-06-04 10:52:24,1943.3,1581.28,3482.33
2025-06-04 10:52:29,1943.2,1581.28,3481.89
2025-06-04 10:52:35,1943.2,1581.28,3482.39
2025-06-04 10:52:40,1943.2,1581.28,3481.95
2025-06-04 10:52:45,1943.2,1581.28,3481.52
2025-06-04 10:52:50,1943.3,1581.28,3482.05
2025-06-04 10:52:55,1943.3,1581.28,3481.62
2025-06-04 10:53:01,1943.2,1581.28,3482.16
2025-06-04 10:53:06,1943.2,1581.28,3481.73
2025-06-04 10:53:11,1943.2,1581.28,3482.27
2025-06-04 10:53:16,1943.2,1581.28,3481.86
2025-06-04 10:53:22,1943.3,1581.28,81.6406
2025-06-04 10:53:27,1943.3,1581.28,3481.91
2025-06-04 10:53:32,1943.2,1581.28,3481.47
2025-06-04 10:53:37,1943.2,1581.28,3481.97
2025-06-04 10:53:42,1943.2,1581.28,3481.55
2025-06-04 10:53:48,1943.3,1581.28,81.6406
2025-06-04 10:53:53,1943.3,1581.28,3481.66
2025-06-04 10:53:58,1943.22,1581.28,3482.22
2025-06-04 10:54:03,1943.2,1581.28,3481.83
2025-06-04 10:54:08,1943.2,1581.28,3482.39
2025-06-04 10:54:14,1943.2,1581.28,3482.02
2025-06-04 10:54:19,1943.3,1581.28,81.6406
2025-06-04 10:54:24,1943.3,1581.28,3482.16
2025-06-04 10:54:29,1943.2,1581.28,3481.81
2025-06-04 10:54:35,1943.2,1581.28,3481.5
2025-06-04 10:54:40,1943.2,1581.28,3482.14
2025-06-04 10:54:45,1943.2,1581.28,3481.84
2025-06-04 10:54:50,1943.3,1581.28,3481.55
2025-06-04 10:54:55,1943.3,1581.28,81.6406
2025-06-04 10:55:01,1943.2,1581.28,3481.92
2025-06-04 10:55:06,1943.2,1581.28,3481.66
2025-06-04 10:55:11,1943.2,1581.28,3482.31
2025-06-04 10:55:16,1943.2,1581.28,3482.02
2025-06-04 10:55:21,1943.3,1581.28,3481.69
2025-06-04 10:55:27,1943.3,1581.28,3481.48
2025-06-04 10:55:32,1943.2,1581.28,3482.22
2025-06-04 10:55:37,1943.2,1581.28,3482.05
2025-06-04 10:55:42,1943.2,1581.28,3481.89
2025-06-04 10:55:47,1943.3,1581.28,81.6406
2025-06-04 10:55:53,1943.3,1581.28,3481.56
2025-06-04 10:55:58,1943.22,1581.28,3482.39
2025-06-04 10:56:03,1943.2,1581.28,3482.28
2025-06-04 10:56:08,1943.2,1581.28,3482.19
2025-06-04 10:56:13,1943.2,1581.28,3482.12
2025-06-04 10:56:19,1943.3,1581.28,3482.08
2025-06-04 10:56:24,1943.3,1581.28,3482.06
2025-06-04 10:56:29,1943.2,1581.28,3482.06
2025-06-04 10:56:34,1943.2,1581.28,3482.09
2025-06-04 10:56:39,1943.2,1581.28,3482.14
2025-06-04 10:56:45,1943.2,1581.28,3482.22
2025-06-04 10:56:50,1943.3,1581.28,3482.16
2025-06-04 10:56:55,1943.3,1581.28,3481.97
2025-06-04 10:57:01,1943.2,1581.28,3481.92
2025-06-04 10:57:06,1943.2,1581.28,3482.08
2025-06-04 10:57:11,1943.2,1581.28,3482.2
2025-06-04 10:57:16,1943.2,1581.28,3482.39
2025-06-04 10:57:21,1943.3,1581.28,3481.8
2025-06-04 10:57:27,1943.3,1581.28,3482.16
2025-06-04 10:57:32,1943.2,1581.28,3481.53
2025-06-04 10:57:37,1943.2,1581.28,3481.97
2025-06-04 10:57:42,1943.2,1581.28,3481.62
2025-06-04 10:57:48,1943.3,1581.28,3481.45
2025-06-04 10:57:53,1943.3,1581.28,3481.45
2025-06-04 10:57:58,1943.22,1581.28,3481.72
2025-06-04 10:58:03,1943.2,1581.28,3482.22
2025-06-04 10:58:08,1943.2,1581.28,3482.2
2025-06-04 10:58:14,1943.2,1581.28,3481.81
2025-06-04 10:58:19,1943.3,1581.28,3483.39
2025-06-04 10:58:24,1943.3,1581.28,3483.39
2025-06-04 10:58:29,1943.2,1581.28,1776.23
2025-06-04 10:58:34,1943.2,1581.28,1776.23
2025-06-04 10:58:40,1943.2,1581.28,1776.23
2025-06-04 10:58:45,1943.2,1581.28,1776.23
2025-06-04 10:58:50,1943.3,1581.28,1776.23
2025-06-04 10:58:55,1943.3,1581.28,1776.23
2025-06-04 10:59:01,1943.2,1581.28,1776.23
2025-06-04 10:59:06,1943.2,1581.28,1776.23
2025-06-04 10:59:11,1943.2,1581.28,1776.23
2025-06-04 10:59:16,1943.2,1581.28,1776.23
2025-06-04 10:59:21,1943.3,1581.28,1776.23
2025-06-04 10:59:27,1943.3,1581.28,1776.23
2025-06-04 10:59:32,1943.2,1581.28,1776.23
2025-06-04 10:59:37,1943.2,1581.28,1776.23
2025-06-04 10:59:42,1943.2,1581.28,1776.23
2025-06-04 10:59:48,1943.3,1581.28,1776.23
2025-06-04 10:59:53,1943.3,1581.28,1776.23
2025-06-04 10:59:58,1943.22,1581.28,1776.23
2025-06-04 11:00:03,1943.2,1581.28,1776.23
2025-06-04 11:00:09,1943.2,1581.28,1776.23
2025-06-04 11:00:14,1943.2,1581.28,246.719
2025-06-04 11:00:19,1943.3,1581.28,246.719
2025-06-04 11:00:24,1943.3,1581.28,246.719
2025-06-04 11:00:29,1943.2,1581.28,246.719
2025-06-04 11:00:35,1943.2,1581.28,246.719
2025-06-04 11:00:40,1943.2,1581.28,246.719
2025-06-04 11:00:45,1943.2,1581.28,246.719
2025-06-04 11:00:50,1943.3,1581.28,246.719
2025-06-04 11:00:55,1943.3,1581.28,246.719
2025-06-04 11:01:01,1943.2,1581.28,246.719
2025-06-04 11:01:06,1943.2,1581.28,246.719
2025-06-04 11:01:11,1943.2,1581.28,246.719
2025-06-04 11:01:16,1943.2,1581.28,246.719
2025-06-04 11:01:22,1943.3,1581.28,246.719
2025-06-04 11:01:27,1943.3,1581.28,246.719
